Panel	Marker	Allele	Size	Size.Min	Size.Max	Virtual	Color	Repeat	Marker.Min	Marker.Max	Offset	Short.Name	Full.Name	Gender.Marker	Quality.Sensor
GlobalFiler_Panel_v1	D13S317	7.1	208	207.6	208.5	1	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	8	211	210.5	211.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	8.1	212	211.6	212.5	1	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	9	215	214.5	215.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	10	219	218.5	219.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	11	223	222.5	223.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	11.3	226	225.5	226.4	1	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	12	227	226.5	227.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	12.3	230	229.5	230.4	1	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	13	231	230.5	231.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	13.3	234	233.5	234.4	1	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	14	235	234.5	235.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	15	239	238.5	239.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	16	243	242.5	243.5	0	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D13S317	17	247	246.5	247.5	1	red	4	197	249	179	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	5	258.5	258	259	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	5.2	260.5	260	261	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	6	262.5	262	263	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	6.3	265.5	265	265.9	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	7	266.5	266	267	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	7.1	267.5	267.1	268	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	7.3	269.5	269	269.9	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	8	270.5	270	271	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	8.1	271.5	271.1	271.95	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	8.2	272.5	272.05	272.95	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	8.3	273.5	273.05	273.9	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	9	274.5	274	275	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	9.1	275.5	275.1	275.95	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	9.2	276.5	276.05	276.95	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	9.3	277.5	277.05	277.9	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	10	278.5	278	279	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	10.1	279.5	279.1	280	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	10.3	281.5	281	281.9	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	11	282.5	282	283	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	11.1	283.5	283.1	284	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	11.3	285.5	285	285.9	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	12	286.5	286	287	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	12.1	287.5	287.1	288	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	12.3	289.5	289	289.9	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	13	290.5	290	291	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	13.1	291.5	291.1	292	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	14	294.5	294	295	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	14.1	295.5	295.1	296	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	15	298.5	298	299	0	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D7S820	16	302.5	302	303	1	red	4	256.5	304.5	238	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	4.2	308	307.5	308.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	5	310	309.5	310.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	6	314	313.5	314.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	6.3	317	316.5	317.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	7	318	317.6	318.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	8	322	321.5	322.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	8.2	324	323.5	324.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	9	326	325.5	326.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	9.2	328	327.5	328.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	10	330	329.5	330.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	10.2	332	331.5	332.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	11	334	333.5	334.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	11.2	336	335.5	336.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	12	338	337.5	338.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	12.2	340	339.5	340.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	13	342	341.5	342.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	13.2	344	343.5	344.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	14	346	345.5	346.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	14.2	348	347.5	348.45	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	14.3	349	348.55	349.4	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	15	350	349.5	350.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	15.2	352	351.5	352.45	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	15.3	353	352.55	353.4	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	16	354	353.5	354.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	16.2	356	355.5	356.45	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	16.3	357	356.55	357.4	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	17	358	357.5	358.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	17.2	360	359.5	360.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	18	362	361.5	362.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	18.2	364	363.5	364.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	19	366	365.5	366.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	19.2	368	367.5	368.45	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	19.3	369	368.55	369.4	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	20	370	369.5	370.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	20.2	372	371.5	372.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	21	374	373.5	374.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	21.1	375	374.6	375.4	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	21.2	376	375.5	376.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	22	378	377.5	378.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	22.2	380	379.5	380.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	23	382	381.5	382.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	23.2	384	383.5	384.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	24	386	385.5	386.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	24.2	388	387.5	388.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	25	390	389.5	390.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	25.2	392	391.5	392.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	26	394	393.5	394.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	26.2	396	395.5	396.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	27	398	397.5	398.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	27.2	400	399.5	400.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	28	402	401.5	402.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	28.2	404	403.5	404.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	29	406	405.5	406.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	29.2	408	407.5	408.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	30	410	409.5	410.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	30.2	412	411.5	412.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	31	414	413.5	414.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	31.2	416	415.5	416.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	32	418	417.5	418.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	32.2	420	419.5	420.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	33	422	421.5	422.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	33.2	424	423.5	424.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	34	426	425.5	426.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	34.2	428	427.5	428.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	35	430	429.5	430.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	35.2	432	431.5	432.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	36	434	433.5	434.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	36.2	436	435.5	436.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	37	438	437.5	438.5	0	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	37.2	440	439.5	440.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	SE33	38	442	441.5	442.5	1	red	4	306	444	290	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	7	82	81.5	82.5	1	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	8	86	85.5	86.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	9	90	89.5	90.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	10	94	93.5	94.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	11	98	97.5	98.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	12	102	101.5	102.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	13	106	105.5	106.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	14	110	109.5	110.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	15	114	113.5	114.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	16	118	117.5	118.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	17	122	121.5	122.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	18	126	125.5	126.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D10S1248	19	130	129.5	130.5	0	purple	4	80	132	54	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	8	156	155.5	156.5	1	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	9	160	159.5	160.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	10	164	163.5	164.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	11	168	167.5	168.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	12	172	171.5	172.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	13	176	175.5	176.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	13.3	179	178.5	179.4	1	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	14	180	179.5	180.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	14.3	183	182.5	183.45	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	15	184	183.55	184.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	15.3	187	186.5	187.45	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	16	188	187.55	188.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	16.3	191	190.5	191.45	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	17	192	191.55	192.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	17.1	193	192.6	193.5	1	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	17.3	195	194.5	195.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	18	196	195.6	196.5	1	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	18.3	199	198.5	199.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	19	200	199.6	200.5	1	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	19.3	203	202.5	203.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	20	204	203.6	204.5	1	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	20.3	207	206.5	207.5	0	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D1S1656	21	208	207.6	208.5	1	purple	4	154	209.5	124	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	13	212.5	212	213	1	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	14	216.5	216	217	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	15	220.5	220	221	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	16	224.5	224	225	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	17	228.5	228	229	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	17.1	229.5	229.1	230	1	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	17.3	231.5	231	231.9	1	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	18	232.5	232	233	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	18.1	233.5	233.1	234	1	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	18.3	235.5	235	235.9	1	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	19	236.5	236	237	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	19.1	237.5	237.1	238	1	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	19.3	239.5	239	239.95	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	20	240.5	240.05	241	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	20.1	241.5	241.1	242	1	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	20.3	243.5	243	243.9	1	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
GlobalFiler_Panel_v1	D12S391	21	244.5	244	245	0	purple	4	211	270.5	160	GlobalFiler	GlobalFiler PCR Amplification Kit	FALSE	FALSE
